0,94,79,79,69
1,84,88,80,71
1,85,91,84,75
1,86,95,87,78
1,87,93,85,76
1,88,91,84,74
1,89,93,85,76
1,90,94,87,77
1,91,95,87,78
1,92,92,86,75
1,93,86,83,70
1,94,86,84,72
1,95,83,80,70
1,96,86,81,75
1,97,88,83,77
1,98,91,85,79
1,99,90,83,76
1,100,92,86,76
1,101,96,88,77
1,102,114,104,90
1,103,122,109,94
1,104,117,102,87
1,105,107,93,79
1,106,100,87,74
1,107,97,86,73
1,108,104,93,81
1,109,111,101,90
1,110,112,102,92
1,111,110,101,91
1,112,112,104,93
1,113,106,98,87
1,114,104,97,86
1,115,103,96,84
1,116,103,96,85
1,117,107,100,89
1,118,103,96,85
1,119,103,96,85
1,120,97,90,79
2,80,113,100,87
2,81,112,98,86
2,82,105,92,79
2,83,107,94,81
2,84,100,87,73
2,85,109,97,82
2,86,108,96,81
2,87,105,91,76
2,88,109,94,79
2,89,106,92,76
2,90,107,92,75
2,91,110,95,79
2,92,108,95,79
2,93,101,91,76
2,94,97,87,74
2,95,98,88,76
2,96,100,88,76
2,97,99,86,74
2,98,101,88,75
2,99,103,90,76
2,100,114,101,84
2,101,125,111,93
2,102,140,125,105
2,103,141,126,102
2,104,137,121,99
2,105,129,113,91
2,106,125,109,88
2,107,122,107,87
2,108,129,114,95
2,109,139,124,106
2,110,139,125,108
2,111,137,123,107
2,112,138,123,108
2,113,128,113,98
2,114,127,112,97
2,115,125,110,94
2,116,122,107,92
2,117,127,112,98
2,118,123,108,94
2,119,123,108,95
2,120,116,101,88
3,77,136,114,95
3,78,145,123,105
3,79,144,122,106
3,80,143,120,104
3,81,132,110,94
3,82,129,108,91
3,83,128,111,91
3,84,123,107,85
3,85,136,119,97
3,86,126,108,86
3,87,120,102,78
3,88,132,113,89
3,89,130,110,86
3,90,132,111,87
3,91,136,115,91
3,92,136,116,92
3,93,122,104,88
3,94,117,100,85
3,95,120,103,87
3,96,123,105,88
3,97,127,109,89
3,98,125,107,86
3,99,135,116,94
3,100,149,130,106
3,101,153,133,110
3,102,155,136,109
3,103,153,137,106
3,104,148,132,102
3,105,143,126,98
3,106,146,130,101
3,107,147,131,104
3,108,151,134,109
3,109,156,139,115
3,110,163,146,124
3,111,161,144,122
3,112,156,137,115
3,113,152,131,109
3,114,151,130,109
3,115,143,122,101
3,116,141,119,98
3,117,150,128,110
3,118,151,128,110
3,119,144,122,106
3,120,140,118,101
4,70,125,109,92
4,71,130,115,97
4,72,139,123,106
4,73,148,129,108
4,74,157,136,110
4,75,149,128,102
4,76,149,127,103
4,77,149,127,104
4,78,154,132,110
4,79,152,130,109
4,80,153,131,111
4,81,139,117,97
4,82,139,117,97
4,83,130,113,91
4,84,121,106,82
4,85,121,104,81
4,86,116,98,75
4,87,124,106,81
4,88,131,111,86
4,89,133,113,88
4,90,137,117,90
4,91,142,121,93
4,92,142,121,96
4,93,134,115,96
4,94,132,113,95
4,95,136,118,98
4,96,139,119,98
4,97,141,121,98
4,98,138,118,94
4,99,151,131,105
4,100,162,142,115
4,101,160,140,114
